url,title,author,date,category,filename
https://www.akademiye.org/ug/?p=2650,سەيىد قۇتۇپ ۋە ئەلى شەرىئاتى – ئەلى بۇلاچ,ئاكادېمىيە,"ماي 04, 2013",داڭلىق كىشىلەر,ug-2650-text.txt
https://www.akademiye.org/ug/?p=3869,يۈسۈپ خاس ھاجىپ ۋە ئۇنىڭ ئىقتىساد ئىدىيەسى,ئاكادېمىيە,"نويابىر 26, 2013",داڭلىق كىشىلەر,ug-3869-text.txt
https://www.akademiye.org/ug/?p=4022,بىر نوبېل مۇكاپاتى ساھىبىنىڭ ھېكايىسى,ئاكادېمىيە,"دېكابىر 11, 2013",داڭلىق كىشىلەر,ug-4022-text.txt
https://www.akademiye.org/ug/?p=2797,«جۇڭگوچە قىممەت»نى قانداق چۈشىنىش كېرەك؟,ئاكادېمىيە,"ماي 20, 2013",مىللىي مەۋجۇتلۇق,ug-2797-text.txt
https://www.akademiye.org/ug/?p=2849,خاتالىق بولىدىكەن ئۇنى كورسىتىش ئىنتايىن ياخشى پەزىلەت – تاشپولات روزى,ئاكادېمىيە,"ماي 24, 2013",مىللىي مەۋجۇتلۇق,ug-2849-text.txt
https://www.akademiye.org/ug/?p=6197,«ئەتەبەتۇلھەقايىق» داستانىدا ئىپادىلەنگەن ئىلىم-مەرىپەت توغرىسىدىكى قاراشلار,ئاكادېمىيە,"ئىيۇن 19, 2016",مەدەنىيەت بوستانى,ug-6197-text.txt
https://www.akademiye.org/ug/?p=6209,يالتا كېلىشىمى ۋە ئۇيغۇرلار,ئاكادېمىيە,"ئىيۇن 20, 2016",تارىختىن تامچە,ug-6209-text.txt
https://www.akademiye.org/ug/?p=160128,قان بەدىلىگە كەلگەن ھوقۇقىمىزنى ھىمايە قىلىشقا تەييارمىز!,تاران ئۇيغۇر,"نويابىر 18, 2020",تارىختىن تامچە,ug-160128-text.txt
https://www.akademiye.org/ug/?p=5090,قاراخانىلار ۋە تۇرپان ئىدىقۇتلۇقىنىڭ ئىجتىمائىي- پەلسەپىۋى پىكىرلىرىدىكى ئورتاق ئامىللار [1],ئاكادېمىيە,"سېنتەبىر 19, 2015",مەدەنىيەت بوستانى,ug-5090-text.txt
https://www.akademiye.org/ug/?p=6162,مەزلۇمنىڭ مۇشتى,ئاكادېمىيە,"ئىيۇن 17, 2016",مىللىي مەۋجۇتلۇق,ug-6162-text.txt
https://www.akademiye.org/ug/?p=4434,ھەقىقەت ئىسلام دىنى ۋە ئىلىم پەن – ئىليار غالىپ,ئاكادېمىيە,"ماي 27, 2014",دىنىي ھايات,ug-4434-text.txt
https://www.akademiye.org/ug/?p=4714,قۇرئان كەرىمدە ئىسا مەسىھ,ئاكادېمىيە,"سېنتەبىر 11, 2014",دىنىي ھايات,ug-4714-text.txt
https://www.akademiye.org/ug/?p=6695,ئەينەك ۋە كىملىككە يانداش خىياللار: خەلقىمىز، ئا. ئۆتكۈر ۋە كولېي,ئاكادېمىيە,"ئاۋغۇست 08, 2016",داڭلىق كىشىلەر,ug-6695-text.txt
https://www.akademiye.org/ug/?p=6944,نىلسون ماندىلا,ئاكادېمىيە,"سېنتەبىر 10, 2016",داڭلىق كىشىلەر,ug-6944-text.txt
https://www.akademiye.org/ug/?p=6679,ئۆزىگە ئىشىنىشنىڭ ئەھمىيىتى ۋە ئۇنى يېتىلدۈرۈش يوللىرى,ئاكادېمىيە,"ئاۋغۇست 06, 2016",دىنىي ھايات,ug-6679-text.txt
https://www.akademiye.org/ug/?p=6936,ئۆزىگە ئىشىنىشنىڭ ئەھمىيىتى ۋە ئۇنى يېتىلدۈرۈش يوللىرى,ئاكادېمىيە,"سېنتەبىر 10, 2016",دىنىي ھايات,ug-6936-text.txt
https://www.akademiye.org/ug/?p=157489,ئامېرىكىلىق مۇخبىر پەگىي پاركىر ۋەتىنىمىزدە (5) ئات مىنىش ئۈچۈن تەييارلىق ۋە كۈتۈلمىگەن مېھمان,تاران ئۇيغۇر,"ماي 09, 2020",تارىختىن تامچە,ug-157489-text.txt
https://www.akademiye.org/ug/?p=157811,شەرقى تۈركىستاندا مانجۇ-خىتاي ئىشخالنىڭ دەسلەپكى يىللىرىدىكى تۈزۈلمە ۋە يەرلىك خادىملار,ئاكادېمىيە,"ماي 27, 2020",تارىختىن تامچە,ug-157811-text.txt
https://www.akademiye.org/ug/?p=157820,مەڭگۈ تاشلار، بىز ۋە ئەجدادىمىز!,ئاكادېمىيە,"ماي 29, 2020",تارىختىن تامچە,ug-157820-text.txt
https://www.akademiye.org/ug/?p=9704,مىسىردا چاقنىغان ئۇيغۇر ئالىمى ئىمام، ئەللامە يۇسۇف خوتەنىي (1330-1247),ئاكادېمىيە,"يانۋار 08, 2018",داڭلىق كىشىلەر,ug-9704-text.txt
https://www.akademiye.org/ug/?p=6505,ئاتا-ئانىلار بىلىشكە تېگىشلىك مۇھىم ئىشلار,ئاكادېمىيە,"ئىيۇل 17, 2016",پايدىلىق ئۇچۇرلار,ug-6505-text.txt
https://www.akademiye.org/ug/?p=5130,ئۇيغۇر تىلىدا ئەجداد، ئەۋلات، ئۇرۇغ، تۇغقان ناملىرى,ئاكادېمىيە,"سېنتەبىر 22, 2015",مىللىي مەۋجۇتلۇق,ug-5130-text.txt
https://www.akademiye.org/ug/?p=5134,ئۇيغۇرلار چەتئەللەردە قانچىلىك پۇت تىرەپ قالالايدۇ؟,ئاكادېمىيە,"سېنتەبىر 22, 2015",مىللىي مەۋجۇتلۇق,ug-5134-text.txt
https://www.akademiye.org/ug/?p=156945,ئامېرىكىلىق مۇخبىر پەگىي پاركىر ۋەتىنىمىزدە (3) غۇلجادىكى تۇنجى كۈن,تاران ئۇيغۇر,"ئاپرېل 09, 2020",تارىختىن تامچە,ug-156945-text.txt
https://www.akademiye.org/ug/?p=156801,ئامېرىكىلىق مۇخبىر پەگىي پاركىر ۋەتىنىمىزدە (2) ئەخمەتجان قاسىمىنىڭ يولخېتى,تاران ئۇيغۇر,"مارت 29, 2020",تارىختىن تامچە,ug-156801-text.txt
https://www.akademiye.org/ug/?p=13868,تيەنئەنمېن ۋە ئۆركەشنىڭ 30 يىلىدىكى ئۇيغۇر تەپەككۈرلىرى,ئاكادېمىيە,"ئىيۇن 11, 2019",داڭلىق كىشىلەر,ug-13868-text.txt
https://www.akademiye.org/ug/?p=14419,يالقۇن روزى ھەققىدىكى ئۆسەك سۆزلەرگە رەددىيە,ئاكادېمىيە,"سېنتەبىر 17, 2019",داڭلىق كىشىلەر,ug-14419-text.txt
https://www.akademiye.org/ug/?p=157683,ئەخمەتجان قاسىمى مۇستەملىكە تارىخىدىكى ئەڭ جەزبىدار ئۇيغۇر رەھبىرى (2),ئاكادېمىيە,"ماي 20, 2020",داڭلىق كىشىلەر,ug-157683-text.txt
https://www.akademiye.org/ug/?p=5842,يېڭى يىل ۋە كىملىك كىرزىسى,ئاكادېمىيە,"ئاپرېل 14, 2016",مىللىي مەۋجۇتلۇق,ug-5842-text.txt
https://www.akademiye.org/ug/?p=13437,تارىخنىڭ پايدىسى ۋە قىممىتى,ئاكادېمىيە,"ئاپرېل 29, 2019",تارىختىن تامچە,ug-13437-text.txt
https://www.akademiye.org/ug/?p=13781,ستالىننىڭ شەرقىي تۈركىستان جۇمھۇرىيىتى رەئىسى ئەلىخان تۆرىنى «ئوغرىلاپ كېتىش» سىرى (1),ئاكادېمىيە,"ئىيۇن 04, 2019",تارىختىن تامچە,ug-13781-text.txt
https://www.akademiye.org/ug/?p=13901,بالبال تىككەنلەر كىم؟,ئاكادېمىيە,"ئىيۇن 13, 2019",تارىختىن تامچە,ug-13901-text.txt
https://www.akademiye.org/ug/?p=158235,20-ئەسىردىكى ئەڭ ئۇلۇغ فىزىكا ئالىمى — ئالبېرىت ئېينىشتېين,ئاكادېمىيە,"ئىيۇن 24, 2020",داڭلىق كىشىلەر,ug-158235-text.txt
https://www.akademiye.org/ug/?p=158391,ئوت يۈرەك ئۇيغۇر ئوغلانى ئابدۇللا روزى قاتارلىق ئىنقىلابچى زىيالىيلارنىڭ قسمىتى,ئاكادېمىيە,"ئىيۇل 02, 2020",داڭلىق كىشىلەر,ug-158391-text.txt
https://www.akademiye.org/ug/?p=158401,شەرقىي تۈركىستان جۇمھۇرىيىتىنىڭ ئەڭ ئاخىرقى مۇخبىرى-مۇنىر يېرزىن,ئاكادېمىيە,"ئىيۇل 02, 2020",داڭلىق كىشىلەر,ug-158401-text.txt
https://www.akademiye.org/ug/?p=2925,WordPress بىلوگ سىستېمىسى,ئاكادېمىيە,"ماي 29, 2013",پايدىلىق ئۇچۇرلار,ug-2925-text.txt
https://www.akademiye.org/ug/?p=2987,جۇڭگو يەنە قانداق كىرزىسكە دۇچ كەلدى ؟ جۇڭگولۇقلار نىمە ئىش قىلىۋاتىدۇ? _ ئەكبەرجان ( ئۆزتۈرۈك),ئاكادېمىيە,"ئىيۇن 03, 2013",پايدىلىق ئۇچۇرلار,ug-2987-text.txt
https://www.akademiye.org/ug/?p=6046,ئىتىبارنىڭ تاتلىقى ۋە ئاچچىقى,ئاكادېمىيە,"ئىيۇن 07, 2016",مىللىي مەۋجۇتلۇق,ug-6046-text.txt
https://www.akademiye.org/ug/?p=12148,ئاتوشلۇقلارنىڭ ئالاھىدىلىگى,ئاكادېمىيە,"يانۋار 16, 2019",مەدەنىيەت بوستانى,ug-12148-text.txt
https://www.akademiye.org/ug/?p=12893,چاچراتقۇ دېگەن نېمە؟,ئاكادېمىيە,"فېۋرال 05, 2019",مەدەنىيەت بوستانى,ug-12893-text.txt
https://www.akademiye.org/ug/?p=12896,ئۇيغۇرلارنىڭ ئەنئەنىۋىي تۇرمۇش دېتاللىرى,ئاكادېمىيە,"فېۋرال 05, 2019",مەدەنىيەت بوستانى,ug-12896-text.txt
https://www.akademiye.org/ug/?p=6620,چوقۇنۇش ۋە چوقۇندۇرۇش خەۋپى,ئاكادېمىيە,"ئىيۇل 27, 2016",مەدەنىيەت بوستانى,ug-6620-text.txt
https://www.akademiye.org/ug/?p=6707,تۈركلەر ۋادىسى – ئويۇن,ئاكادېمىيە,"ئاۋغۇست 09, 2016",مىللىي مەۋجۇتلۇق,ug-6707-text.txt
https://www.akademiye.org/ug/?p=8818,سىرلىق شەخس ‹‹سېيىت ھۆججەت››,ئاكادېمىيە,"ئىيۇل 26, 2017",تارىختىن تامچە,ug-8818-text.txt
https://www.akademiye.org/ug/?p=158494,ئۇيغۇر تىلىدا ئەكىس ئەتكەن مەدەنىيەت,ئاكادېمىيە,"ئىيۇل 06, 2020",مەدەنىيەت بوستانى,ug-158494-text.txt
https://www.akademiye.org/ug/?p=158384,ئۇيغۇر مەدەنىيىتىنىڭ سەمەرىسى _ ئۇيغۇر تېبابەتچىلىكى,ئاكادېمىيە,"ئىيۇل 02, 2020",مەدەنىيەت بوستانى,ug-158384-text.txt
https://www.akademiye.org/ug/?p=9203,بۇنىڭدىن 31 يىل ئىلگىرى «بۇلاق» ژۇرنىلىدا ئېلان قىلىنغان دادامنىڭ موللا شاكىر قەبرىسى ھەققىدىكى ئىزدىنىش دوكىلاتى,ئاكادېمىيە,"سېنتەبىر 23, 2017",تارىختىن تامچە,ug-9203-text.txt
https://www.akademiye.org/ug/?p=9133,خوتەندىكى ئېكسپىدېتسىيە,ئاكادېمىيە,"سېنتەبىر 17, 2017",تارىختىن تامچە,ug-9133-text.txt
https://www.akademiye.org/ug/?p=9256,قەشقەردىكى ئەنگىلىيە كونسۇلخانىسىنىڭ قۇرۇلۇشى,ئاكادېمىيە,"ئۆكتەبىر 02, 2017",تارىختىن تامچە,ug-9256-text.txt
https://www.akademiye.org/ug/?p=9264,«شەرقىي تۈركىستان قول يازمىلىرى» دىكى تەزكىرىلەرنىڭ مەزمۇنى ھەققىدە,ئاكادېمىيە,"ئۆكتەبىر 04, 2017",تارىختىن تامچە,ug-9264-text.txt
https://www.akademiye.org/ug/?p=9392,شەرقىي تۈركىستان ئىسلام جۇمھۇرىيىتىنىڭ قۇرۇلۇشى ۋە تىراگىدىيەلىك يېمىرلىشى,ئاكادېمىيە,"نويابىر 07, 2017",تارىختىن تامچە,ug-9392-text.txt
https://www.akademiye.org/ug/?p=158521,ئۇيغۇرلاردا مىراس قالدۇرۇش ۋە ئۇنى تەقسىملەش ئادىتى,ئاكادېمىيە,"ئىيۇل 11, 2020",مەدەنىيەت بوستانى,ug-158521-text.txt
https://www.akademiye.org/ug/?p=7811,كىتاب ۋە مەۋجۇتلۇق,ئاكادېمىيە,"فېۋرال 01, 2017",مىللىي مەۋجۇتلۇق,ug-7811-text.txt
https://www.akademiye.org/ug/?p=7893,ئەقىلنىڭ تاللىشى تۈركىيەمۇ؟,ئاكادېمىيە,"فېۋرال 17, 2017",مىللىي مەۋجۇتلۇق,ug-7893-text.txt
https://www.akademiye.org/ug/?p=7954,زىيالىيلىق تراگېدىيىسى,ئاكادېمىيە,"فېۋرال 23, 2017",مىللىي مەۋجۇتلۇق,ug-7954-text.txt
https://www.akademiye.org/ug/?p=5439,ئۇيغۇر ئېلىدە مىللەتچىلىك,ئاكادېمىيە,"ئاپرېل 06, 2017",تارىختىن تامچە,ug-5439-text.txt
https://www.akademiye.org/ug/?p=8357,غۇلجا سۇلتانلىقى ۋە تارانچىلار كىملەر؟ (1908),ئاكادېمىيە,"ئاپرېل 21, 2017",تارىختىن تامچە,ug-8357-text.txt
https://www.akademiye.org/ug/?p=8413,قۇتادقۇبىلىك – ئۇيغۇرچە قەدىمقى ئەسەر (1909),ئاكادېمىيە,"ئاپرېل 28, 2017",تارىختىن تامچە,ug-8413-text.txt
https://www.akademiye.org/ug/?p=443,موللا مۇسا سايرامى ۋە «تارىخى ئەمىنيە»,ئاكادېمىيە,"فېۋرال 25, 2017",تارىختىن تامچە,ug-443-text.txt
https://www.akademiye.org/ug/?p=7653,تارىختا ئۆتكەن ئۇيغۇر خانلىرى,ئاكادېمىيە,"يانۋار 12, 2017",تارىختىن تامچە,ug-7653-text.txt
https://www.akademiye.org/ug/?p=8092,تارىختا خىتاي خانىدانلىقلىرىنىڭ ئۇيغۇرلارغا ئەۋەتكەن ئەلچىلىرى نىمىلەرنى ئىلىپ قايتقان؟,ئاكادېمىيە,"مارت 08, 2017",تارىختىن تامچە,ug-8092-text.txt
https://www.akademiye.org/ug/?p=9871,مىللىتىمىز نېمىگە ئېھتىياجلىق,ئاكادېمىيە,"فېۋرال 20, 2018",مىللىي مەۋجۇتلۇق,ug-9871-text.txt
https://www.akademiye.org/ug/?p=9887,غەربى تۈركىستان دىيارىغا مەكتۇپ,ئاكادېمىيە,"فېۋرال 21, 2018",مىللىي مەۋجۇتلۇق,ug-9887-text.txt
https://www.akademiye.org/ug/?p=9890,مۇسىبەتتىن تامغان تامچىلار,ئاكادېمىيە,"فېۋرال 23, 2018",مىللىي مەۋجۇتلۇق,ug-9890-text.txt
https://www.akademiye.org/ug/?p=7976,تارىخى ھەمىدى,ئاكادېمىيە,"فېۋرال 27, 2017",تارىختىن تامچە,ug-7976-text.txt
https://www.akademiye.org/ug/?p=9995,سىياسىي سەھنىدىكى تەدبىر ۋە ئۇسۇل,ئاكادېمىيە,"مارت 13, 2018",مىللىي مەۋجۇتلۇق,ug-9995-text.txt
https://www.akademiye.org/ug/?p=9563,مەنزىلىڭ قايان ئۇيغۇر زىيالىيلىرى,ئاكادېمىيە,"دېكابىر 06, 2017",مىللىي مەۋجۇتلۇق,ug-9563-text.txt
https://www.akademiye.org/ug/?p=9567,يەتتە ئاتىسىنى بىلمىگەن – قۇل,ئاكادېمىيە,"دېكابىر 08, 2017",مىللىي مەۋجۇتلۇق,ug-9567-text.txt
https://www.akademiye.org/ug/?p=12410,چىڭغىز ئايتماتوۋ ۋە «ماڭقۇرت»,ئاكادېمىيە,"دېكابىر 13, 2018",مىللىي مەۋجۇتلۇق,ug-12410-text.txt
https://www.akademiye.org/ug/?p=8170,«تۈركىي تىللار دىۋانى» دىكى نورۇز تەنتەنىسىگە دائىر بايانلار,ئاكادېمىيە,"مارت 21, 2018",مىللىي مەۋجۇتلۇق,ug-8170-text.txt
https://www.akademiye.org/ug/?p=11083,سېخىيلىكتە ۋە ياردەم سۆيەرلىكتە ئاقار سۇدەك بول,مەۋلانە ئۇيغۇر,"ئاۋغۇست 26, 2018",مىللىي مەۋجۇتلۇق,ug-11083-text.txt
https://www.akademiye.org/ug/?p=10149,ئوتتۇرا ئاسىيادىكى ئۇيغۇرلار ۋە ئۇلارنىڭ مەدەنىيەت مۇۋەپپەقىيەتلىرى,ئاكادېمىيە,"ماي 20, 2018",مىللىي مەۋجۇتلۇق,ug-10149-text.txt
https://www.akademiye.org/ug/?p=11316,بىرلەشكەن دۆلەتلەر تەشكىلاتى ۋە ۋاكالەتسىز مىللەتلەر,ئاكادېمىيە,"سېنتەبىر 07, 2018",مىللىي مەۋجۇتلۇق,ug-11316-text.txt
https://www.akademiye.org/ug/?p=11914,پەلسەپە ۋە باشقىلار,مەۋلانە ئۇيغۇر,"نويابىر 10, 2018",مىللىي مەۋجۇتلۇق,ug-11914-text.txt
https://www.akademiye.org/ug/?p=12013,ئۇيغۇر مائارىپىغا كىرىش سۆز,ئاكادېمىيە,"نويابىر 21, 2018",مىللىي مەۋجۇتلۇق,ug-12013-text.txt
https://www.akademiye.org/ug/?p=12209,ئىدىئالىزم,مەۋلانە ئۇيغۇر,"دېكابىر 01, 2018",مىللىي مەۋجۇتلۇق,ug-12209-text.txt
https://www.akademiye.org/ug/?p=12268,تىبەتلىكلەرنىڭ مىللىي مۇستەقىللىق ھەرىكىتىدىن ئۇيغۇرلارغا نەزەر,ئاكادېمىيە,"دېكابىر 03, 2018",ۋەزىيەت ئانالىزى,ug-12268-text.txt
https://www.akademiye.org/ug/?p=12285,ئۇيغۇرلاردىكى شەرمىي-ھايا ئىسراپچىلىقى,ئاكادېمىيە,"دېكابىر 05, 2018",مىللىي مەۋجۇتلۇق,ug-12285-text.txt
https://www.akademiye.org/ug/?p=11328,ئۆتمۈشتىكى ئۇيغۇر قاغاناتلىرىنىڭ تۇغلىرىدىكى بۆرىنىڭ شەكلى,ئاكادېمىيە,"سېنتەبىر 10, 2018",مىللىي مەۋجۇتلۇق,ug-11328-text.txt
https://www.akademiye.org/ug/?p=13745,ئۈچ ئېقىم,ئاكادېمىيە,"ماي 30, 2019",مىللىي مەۋجۇتلۇق,ug-13745-text.txt
https://www.akademiye.org/ug/?p=12514,مۇستەملىكىچىلىك ۋە روھنىڭ يارىلىنىشى,ئاكادېمىيە,"دېكابىر 19, 2018",مىللىي مەۋجۇتلۇق,ug-12514-text.txt
https://www.akademiye.org/ug/?p=12542,تارىخنى نېمىشقا ئۆگىنىمىز؟,ئاكادېمىيە,"دېكابىر 20, 2018",مىللىي مەۋجۇتلۇق,ug-12542-text.txt
https://www.akademiye.org/ug/?p=12512,21-ئەسىردە «ئويغىنىش»,ئاكادېمىيە,"دېكابىر 19, 2018",مىللىي مەۋجۇتلۇق,ug-12512-text.txt
https://www.akademiye.org/ug/?p=12576,ئۇيغۇر مىللىي مەپكۇرەسى ھەققىدە,ئاكادېمىيە,"دېكابىر 24, 2018",مىللىي مەۋجۇتلۇق,ug-12576-text.txt
https://www.akademiye.org/ug/?p=12565,زىيالىيلارنىڭ مەسئۇلىيىتى,ئاكادېمىيە,"دېكابىر 24, 2018",مىللىي مەۋجۇتلۇق,ug-12565-text.txt
https://www.akademiye.org/ug/?p=13833,يۈسۈپ ئاكچۇرا ۋە ئۈچ خىل سىياسەت,ئاكادېمىيە,"ئىيۇن 10, 2019",مىللىي مەۋجۇتلۇق,ug-13833-text.txt
https://www.akademiye.org/ug/?p=13891,چىنار ئاستى يازمىلىرى,ئاكادېمىيە,"ئىيۇن 13, 2019",مىللىي مەۋجۇتلۇق,ug-13891-text.txt
https://www.akademiye.org/ug/?p=13897,بىر مىللەتنى تەتقىق قىلىشنىڭ ئۇسۇللىرى,ئاكادېمىيە,"ئىيۇن 13, 2019",مىللىي مەۋجۇتلۇق,ug-13897-text.txt
https://www.akademiye.org/ug/?p=13915,مىللەت، مىللەت كىملىكى، مىللەت غۇرۇرى، مىللەت روھى ۋە ئۇلارنىڭ رولى,ئاكادېمىيە,"ئىيۇن 15, 2019",مىللىي مەۋجۇتلۇق,ug-13915-text.txt
https://www.akademiye.org/ug/?p=13318,ئائىلە شەجەرىسى يېزىپ قويۇش ھەققىدە,مەۋلانە ئۇيغۇر,"ئاپرېل 19, 2019",مىللىي مەۋجۇتلۇق,ug-13318-text.txt
https://www.akademiye.org/ug/?p=13928,بىر مىللەتنى تەتقىق قىلىشنىڭ ئۇسۇللىرى – 2 (داۋامى),ئاكادېمىيە,"ئىيۇن 19, 2019",مىللىي مەۋجۇتلۇق,ug-13928-text.txt
https://www.akademiye.org/ug/?p=14034,دېھقانلار ۋە شەھەرلىكلەر,ئاكادېمىيە,"ئىيۇل 01, 2019",مىللىي مەۋجۇتلۇق,ug-14034-text.txt
https://www.akademiye.org/ug/?p=14095,تەربىيە,ئاكادېمىيە,"ئىيۇل 11, 2019",مىللىي مەۋجۇتلۇق,ug-14095-text.txt
https://www.akademiye.org/ug/?p=14303,تۆرە,ئاكادېمىيە,"ئاۋغۇست 09, 2019",مىللىي مەۋجۇتلۇق,ug-14303-text.txt
https://www.akademiye.org/ug/?p=14307,مىللىي مەپكۇرە,ئاكادېمىيە,"ئاۋغۇست 09, 2019",مىللىي مەۋجۇتلۇق,ug-14307-text.txt
https://www.akademiye.org/ug/?p=14281,بىر مەكتۇپ,ئاكادېمىيە,"ئاۋغۇست 07, 2019",مىللىي مەۋجۇتلۇق,ug-14281-text.txt
https://www.akademiye.org/ug/?p=14312,ئۆي، مەكتەپ، ئارال ۋە مەسجىد,ئاكادېمىيە,"ئاۋغۇست 09, 2019",مىللىي مەۋجۇتلۇق,ug-14312-text.txt
https://www.akademiye.org/ug/?p=14320,ئۇيغۇر تىل-يېزىقىنى قوغداشنىڭ زۆرۈرلىگى توغرىسىدا,ئاكادېمىيە,"ئاۋغۇست 15, 2019",مىللىي مەۋجۇتلۇق,ug-14320-text.txt
https://www.akademiye.org/ug/?p=14098,ئەسىرىمىزنىڭ ئەڭ مۇھىم قۇرالى – گېزىت ژۇرنال ۋە نەشىرىياتچىلىق,ئاكادېمىيە,"ئىيۇل 11, 2019",مىللىي مەۋجۇتلۇق,ug-14098-text.txt
https://www.akademiye.org/ug/?p=14105,جاۋابىمىز,ئاكادېمىيە,"ئىيۇل 11, 2019",مىللىي مەۋجۇتلۇق,ug-14105-text.txt
https://www.akademiye.org/ug/?p=14108,بىر مىللەتنى تەتقىق قىلىشنىڭ ئۇسۇللىرى – 4 (داۋامى),ئاكادېمىيە,"ئىيۇل 11, 2019",مىللىي مەۋجۇتلۇق,ug-14108-text.txt
https://www.akademiye.org/ug/?p=14116,ئۈمىد,ئاكادېمىيە,"ئىيۇل 14, 2019",مىللىي مەۋجۇتلۇق,ug-14116-text.txt
https://www.akademiye.org/ug/?p=14203,مەپكۇرە,ئاكادېمىيە,"ئاۋغۇست 02, 2019",مىللىي مەۋجۇتلۇق,ug-14203-text.txt
https://www.akademiye.org/ug/?p=14206,كۈلتۈر توپى ۋە مەدەنىيەت توپى,ئاكادېمىيە,"ئاۋغۇست 02, 2019",مىللىي مەۋجۇتلۇق,ug-14206-text.txt
https://www.akademiye.org/ug/?p=14209,تۈرك مىللىتى ۋە تۇران,ئاكادېمىيە,"ئاۋغۇست 02, 2019",مىللىي مەۋجۇتلۇق,ug-14209-text.txt
https://www.akademiye.org/ug/?p=14212,مىللەت ۋە ۋەتەن,ئاكادېمىيە,"ئاۋغۇست 02, 2019",مىللىي مەۋجۇتلۇق,ug-14212-text.txt
https://www.akademiye.org/ug/?p=14276,تۈركلەر ۋە تابغاچلار,ئاكادېمىيە,"ئاۋغۇست 07, 2019",مىللىي مەۋجۇتلۇق,ug-14276-text.txt
https://www.akademiye.org/ug/?p=14009,بىر مىللەتنى تەتقىق قىلىشنىڭ ئۇسۇللىرى – 3 (داۋامى),ئاكادېمىيە,"ئىيۇن 27, 2019",مىللىي مەۋجۇتلۇق,ug-14009-text.txt
https://www.akademiye.org/ug/?p=14003,تۈركلەرنىڭ ئەڭ ئاجىز ۋە ئەڭ كۈچلۈك تەرەپلىرى,ئاكادېمىيە,"ئىيۇن 27, 2019",مىللىي مەۋجۇتلۇق,ug-14003-text.txt
https://www.akademiye.org/ug/?p=14042,تەشكىلاتچىلار,ئاكادېمىيە,"ئىيۇل 01, 2019",مىللىي مەۋجۇتلۇق,ug-14042-text.txt
https://www.akademiye.org/ug/?p=14090,تۈرك جەمىئىيىتىنىڭ ئۆتمۈشى,ئاكادېمىيە,"ئىيۇل 11, 2019",مىللىي مەۋجۇتلۇق,ug-14090-text.txt
https://www.akademiye.org/ug/?p=13953,ئۈچ خىل سىياسەت – 2 (داۋامى),ئاكادېمىيە,"ئىيۇن 20, 2019",مىللىي مەۋجۇتلۇق,ug-13953-text.txt
https://www.akademiye.org/ug/?p=13987,تەبەسسۇم,ئاكادېمىيە,"ئىيۇن 24, 2019",مىللىي مەۋجۇتلۇق,ug-13987-text.txt
https://www.akademiye.org/ug/?p=13967,تېئو-ئىستراتېگىيە ۋە مىسسىيونېرلىق نۇقتىسىدىن شەرقىي تۈركىستان,ئاكادېمىيە,"ئىيۇن 20, 2019",مىللىي مەۋجۇتلۇق,ug-13967-text.txt
https://www.akademiye.org/ug/?p=13996,ئەنئەنە ۋە قائىدە – يوسۇن,ئاكادېمىيە,"ئىيۇن 25, 2019",مىللىي مەۋجۇتلۇق,ug-13996-text.txt
https://www.akademiye.org/ug/?p=13606,ئاياللار,مەۋلانە ئۇيغۇر,"ماي 12, 2019",مىللىي مەۋجۇتلۇق,ug-13606-text.txt
